(889, 1568)
(1568, 4569)
(4569, 4837)
(4837, 5239)
(5239, 4647)
(4647, 4151)
(4151, 2758)
(2758, 3950)
(3950, 4802)
(4802, 726)
(726, 4016)
(4016, 4470)
(4470, 3454)
(3454, 93)
(93, 1889)
(1889, 5476)
(5476, 5205)
(5205, 4172)
(4172, 2145)
(2145, 3207)
(3207, 1174)
(1174, 2496)
(2496, 487)
(487, 5028)
(5028, 4979)
(4979, 468)
(468, 1959)
(1959, 340)
(340, 28)
(28, 5720)
(5720, 5016)
(5016, 2884)
(2884, 1704)
(1704, 3035)
(3035, 4533)
(4533, 3453)
(3453, 5614)
(5614, 2344)
(2344, 2430)
(2430, 3155)
(3155, 4796)
(4796, 1316)
(1316, 3806)
(3806, 4144)
(4144, 4555)
(4555, 1185)
(1185, 1661)
(1661, 2603)
(2603, 1870)
(1870, 2971)
(2971, 2890)
(2890, 750)
(750, 3691)
(3691, 4208)
(4208, 1439)
(1439, 2376)
(2376, 4487)
(4487, 22)
(22, 1354)
(1354, 4374)
(4374, 4677)
(4677, 4187)
(4187, 3220)
(3220, 4239)
(4239, 4641)
(4641, 3085)
(3085, 252)
(252, 51)
(51, 989)
(989, 3234)
(3234, 2174)
(2174, 5464)
(5464, 5724)
(5724, 4389)
(4389, 3185)
(3185, 137)
(137, 1414)
(1414, 1180)
(1180, 1281)
(1281, 2057)
(2057, 4806)
(4806, 567)
(567, 4797)
(4797, 3619)
(3619, 1442)
(1442, 3891)
(3891, 4532)
(4532, 1887)
(1887, 3474)
(3474, 4615)
(4615, 2221)
(2221, 561)
(561, 5455)
(5455, 1175)
(1175, 5737)
(5737, 5772)
(5772, 5556)
(5556, 4921)
(4921, 3570)
(3570, 5483)
(5483, 4324)
(4324, 980)
(2165, 1467)
(1467, 4963)
(4963, 5036)
(5036, 4721)
(4721, 3907)
(3907, 3481)
(3481, 4377)
(4377, 4651)
(4651, 4134)
(4134, 584)
(584, 4831)
(4831, 2336)
(2336, 2369)
(2369, 5450)
(5450, 1664)
(1664, 600)
(600, 5094)
(5094, 2035)
(2035, 642)
(642, 3107)
(3107, 65)
(65, 3369)
(3369, 433)
(433, 2714)
(2714, 398)
(398, 643)
(643, 1263)
(1263, 5448)
(5448, 4418)
(4418, 3205)
(3205, 4822)
(4822, 2155)
(2155, 3759)
(3759, 5424)
(5424, 592)
(592, 5267)
(5267, 3979)
(3979, 5198)
(5198, 5648)
(5648, 2687)
(2687, 2655)
(2655, 3792)
(3792, 1626)
(1626, 728)
(728, 890)
(890, 3045)
(3045, 4383)
(4383, 3192)
(3192, 856)
(856, 4152)
(4152, 3239)
(3239, 628)
(628, 5302)
(5302, 4478)
(4478, 3850)
(3850, 5067)
(5067, 5490)
(5490, 2695)
(2695, 5577)
(5577, 4943)
(4943, 5153)
(5153, 4218)
(4218, 5504)
(5504, 5144)
(5144, 2373)
(2373, 3646)
(3646, 4055)
(4055, 3760)
(3760, 4785)
(4785, 3535)
(3535, 4768)
(4768, 376)
(376, 2070)
(2070, 202)
(202, 5079)
(5079, 3408)
(3408, 4854)
(4854, 1066)
(1066, 5609)
(5609, 209)
(209, 2886)
(2886, 3752)
(3752, 1186)
(1186, 4366)
(4366, 3068)
(3068, 4197)
(4197, 1412)
(1412, 777)
(777, 5209)
(5209, 2253)
(2253, 2659)
(2659, 400)
(400, 2997)
(2997, 4099)
(4099, 5113)
(5113, 5017)
(5017, 2495)
(2495, 758)
(5724, 2626)
(2626, 1020)
(1020, 4520)
(4520, 5757)
(5757, 911)
(911, 1008)
(1008, 2149)
(2149, 4935)
(4935, 1511)
(1511, 1569)
(1569, 1150)
(1150, 2052)
(2052, 2614)
(2614, 354)
(354, 5212)
(5212, 10)
(10, 1735)
(1735, 3241)
(3241, 3449)
(3449, 5693)
(5693, 13)
(13, 784)
(784, 3425)
(3425, 131)
(131, 2727)
(2727, 3612)
(3612, 3286)
(3286, 3852)
(3852, 1393)
(1393, 2794)
(2794, 2570)
(2570, 1877)
(1877, 2418)
(2418, 1107)
(1107, 1832)
(1832, 829)
(829, 555)
(555, 3688)
(3688, 4869)
(4869, 3153)
(3153, 4739)
(4739, 5766)
(5766, 5105)
(5105, 1466)
(1466, 4274)
(4274, 288)
(288, 2304)
(2304, 3942)
(3942, 401)
(401, 371)
(371, 5266)
(5266, 1333)
(1333, 3472)
(3472, 820)
(820, 2663)
(2663, 5535)
(5535, 1946)
(1946, 4525)
(4525, 4769)
(4769, 5465)
(1484, 1088)
(1088, 2468)
(2468, 4010)
(4010, 5043)
(5043, 5530)
(5530, 1474)
(1474, 2701)
(2701, 3529)
(3529, 2087)
(2087, 2838)
(2838, 2287)
(2287, 3334)
(3334, 2656)
(2656, 1000)
(1000, 1709)
(1709, 3020)
(3020, 3150)
(3150, 5511)
(5511, 4776)
(4776, 2834)
(2834, 583)
(583, 1293)
(1293, 1980)
(1980, 3168)
(3168, 4065)
(4065, 596)
(596, 5777)
(5777, 4603)
(4603, 5522)
(5522, 711)
(711, 3788)
(3788, 674)
(674, 1370)
(1370, 4068)
(4068, 967)
(967, 4856)
(4856, 4297)
(4297, 3322)
(3322, 4371)
(4371, 1670)
(1670, 4186)
(4186, 3711)
(3711, 5269)
(5269, 2381)
(2381, 3893)
(3893, 3174)
(3174, 3663)
(3663, 3273)
(5161, 3689)
(3689, 1172)
(1172, 3308)
(3308, 5206)
(5206, 4135)
(4135, 2669)
(2669, 2754)
(2754, 2685)
(2685, 2267)
(2267, 4723)
(4723, 5308)
(5308, 659)
(659, 4597)
(4597, 2792)
(2792, 4544)
(4544, 3260)
(3260, 1601)
(1601, 1096)
(1096, 4182)
(4182, 1880)
(1880, 3105)
(3105, 1879)
(1879, 1696)
(1696, 725)
(725, 3385)
(3385, 4148)
(4148, 5747)
(5747, 5462)
(5462, 318)
(318, 3662)
(3662, 4977)
(4977, 175)
(175, 641)
(641, 5438)
(5438, 4424)
(4424, 1896)
(1896, 1551)
(1551, 2422)
(2422, 1892)
(1892, 2806)
(2806, 326)
(326, 4994)
(4994, 1924)
(1924, 3121)
(3121, 4903)
(4903, 5320)
(5320, 5042)
(5042, 129)
(129, 5135)
(5135, 4341)
(4341, 1548)
(1548, 5214)
(5214, 5220)
(5220, 1384)
(1384, 1045)
(1045, 652)
(652, 5763)
(5763, 5130)
(5130, 1419)
(1419, 208)
(208, 1667)
(1667, 4934)
(4934, 1451)
(1451, 901)
(901, 5668)
(5668, 3790)
(4630, 2255)
(2255, 5635)
(5635, 5439)
(5439, 1842)
(1842, 2032)
(2032, 1309)
(1309, 4878)
(4878, 424)
(424, 5259)
(5259, 506)
(506, 53)
(53, 3892)
(3892, 3256)
(3256, 5401)
(5401, 896)
(896, 3249)
(3249, 1576)
(1576, 3928)
(3928, 1882)
(1882, 4000)
(4000, 4574)
(4574, 2785)
(2785, 81)
(81, 3363)
(3363, 5210)
(5210, 1637)
(1637, 1396)
(1396, 218)
(218, 668)
(668, 3698)
(3698, 5750)
(5750, 4891)
(4891, 4867)
(4867, 3678)
(3678, 1767)
(1767, 4803)
(4803, 2362)
(2362, 3233)
(3233, 329)
(329, 765)
(765, 4064)
(4064, 1218)
(1218, 1630)
(1630, 4576)
(4576, 4786)
(4786, 4486)
(4486, 4549)
(4549, 17)
(17, 4526)
(4526, 3191)
(3191, 55)
(55, 2146)
(2146, 1528)
(1528, 3333)
(3333, 1211)
(1211, 313)
(313, 1561)
(1561, 2254)
(2254, 1550)
(1550, 215)
(215, 3426)
(3426, 4051)
(4051, 2251)
(2251, 281)
(281, 2534)
(2534, 2244)
(2244, 4968)
(4968, 5364)
(5364, 2212)
(2212, 3215)
(3215, 2577)
(2577, 3592)
(3592, 664)
(664, 616)
(616, 3910)
(5014, 1085)
(1085, 5477)
(5477, 565)
(565, 4792)
(4792, 5088)
(5088, 5386)
(5386, 823)
(823, 5488)
(5488, 4123)
(4123, 3399)
(3399, 4512)
(4512, 1150)
(3425, 1133)
(1133, 3888)
(2018, 2353)
(2353, 5108)
(5108, 648)
(648, 2062)
(2062, 988)
(988, 3923)
(3923, 1623)
(1623, 3644)
(3644, 2310)
(2310, 3527)
(3527, 1944)
(1944, 5317)
(5317, 1536)
(1536, 1100)
(1100, 1494)
(1494, 4547)
(4547, 2293)
(2293, 1577)
(1577, 4209)
(4209, 1017)
(924, 2782)
(2782, 3404)
(3404, 237)
(237, 1524)
(1524, 439)
(439, 454)
(454, 1899)
(1899, 5338)
(5338, 885)
(885, 2387)
(2387, 418)
(418, 3271)
(3271, 4454)
(4454, 3124)
(3124, 1960)
(1960, 403)
(403, 4852)
(4852, 2424)
(2424, 4489)
(4489, 4302)
(4302, 5132)
(5132, 3103)
