param nLayers := 11;
 1 47715 15683 1
 1 47715 15683 0
 1 47716 15684 1
 1 47716 15684 0
 1 47717 15685 1
 1 47717 15685 0
 1 47718 destination 0
 1 15676 38501 1
 1 15676 38501 0
 1 15677 38502 1
 1 15677 38502 0
 1 15678 38503 1
 1 15678 38503 0
 1 15679 38504 1
 1 15679 38504 0
 1 15680 38505 1
 1 15680 38505 0
 1 15681 38506 1
 1 15681 38506 0
 1 15682 38507 1
 1 15682 38507 0
 1 15683 38508 1
 1 15683 38508 0
 1 15684 38509 1
 1 15684 38509 0
 1 15685 38510 1
 1 15685 38510 0
 1 15686 destination 0
 1 38501 15192 1
 1 38501 15192 0
 1 38502 15193 1
 1 38502 15193 0
 1 38503 15194 1
 1 38503 15194 0
 1 38504 15195 1
 1 38504 15195 0
 1 38505 15196 1
 1 38505 15196 0
 1 38506 15197 1
 1 38506 15197 0
 1 38507 15198 1
 1 38507 15198 0
 1 38508 15199 1
 1 38508 15199 0
 1 38509 15200 1
 1 38509 15200 0
 1 38510 15201 1
 1 38510 15201 0
 1 38511 destination 0
 1 15192 1783 1
 1 15192 1783 0
 1 15193 1784 1
 1 15193 1784 0
 1 15194 1785 1
 1 15194 1785 0
 1 15195 1786 1
 1 15195 1786 0
 1 15196 1787 1
 1 15196 1787 0
 1 15197 1788 1
 1 15197 1788 0
 1 15198 1789 1
 1 15198 1789 0
 1 15199 1790 1
 1 15199 1790 0
 1 15200 1791 1
 1 15200 1791 0
 1 15201 1792 1
 1 15201 1792 0
 1 15202 destination 0
 1 1783 8042 1
 1 1783 8042 0
 1 1784 8043 1
 1 1784 8043 0
 1 1785 8044 1
 1 1785 8044 0
 1 1786 8045 1
 1 1786 8045 0
 1 1787 8046 1
 1 1787 8046 0
 1 1788 8047 1
 1 1788 8047 0
 1 1789 8048 1
 1 1789 8048 0
 1 1790 8049 1
 1 1790 8049 0
 1 1791 8050 1
 1 1791 8050 0
 1 1792 8051 1
 1 1792 8051 0
 1 1793 destination 0
 1 8042 9329 1
 1 8042 9329 0
 1 8043 9330 1
 1 8043 9330 0
 1 8044 9331 1
 1 8044 9331 0
 1 8045 9332 1
 1 8045 9332 0
 1 8046 9333 1
 1 8046 9333 0
 1 8047 9334 1
 1 8047 9334 0
 1 8048 9335 1
 1 8048 9335 0
 1 8049 9336 1
 1 8049 9336 0
 1 8050 9337 1
 1 8050 9337 0
 1 8051 9338 1
 1 8051 9338 0
 1 8052 destination 0
 1 9329 58719 1
 1 9329 58719 0
 1 9330 58720 1
 1 9330 58720 0
 1 9331 58721 1
 1 9331 58721 0
 1 9332 58722 1
 1 9332 58722 0
 1 9333 58723 1
 1 9333 58723 0
 1 9334 58724 1
 1 9334 58724 0
 1 9335 58725 1
 1 9335 58725 0
 1 9336 58726 1
 1 9336 58726 0
 1 9337 58727 1
 1 9337 58727 0
 1 9338 58728 1
 1 9338 58728 0
 1 9339 destination 0
 1 58719 15027 1
 1 58719 15027 0
 1 58720 15028 1
 1 58720 15028 0
 1 58721 15029 1
 1 58721 15029 0
 1 58722 15030 1
 1 58722 15030 0
 1 58723 15031 1
 1 58723 15031 0
 1 58724 15032 1
 1 58724 15032 0
 1 58725 15033 1
 1 58725 15033 0
 1 58726 15034 1
 1 58726 15034 0
 1 58727 15035 1
 1 58727 15035 0
 1 58728 15036 1
 1 58728 15036 0
 1 58729 destination 0
 1 15027 61293 1
 1 15027 61293 0
 1 15028 61294 1
 1 15028 61294 0
 1 15029 61295 1
 1 15029 61295 0
 1 15030 61296 1
 1 15030 61296 0
 1 15031 61297 1
 1 15031 61297 0
 1 15032 61298 1
 1 15032 61298 0
 1 15033 61299 1
 1 15033 61299 0
 1 15034 61300 1
 1 15034 61300 0
 1 15035 61301 1
 1 15035 61301 0
 1 15036 61302 1
 1 15036 61302 0
 1 15037 destination 0
 1 61293 11012 1
 1 61293 11012 0
 1 61294 11013 1
 1 61294 11013 0
 1 61295 11014 1
 1 61295 11014 0
 1 61296 11015 1
 1 61296 11015 0
 1 61297 11016 1
 1 61297 11016 0
 1 61298 11017 1
 1 61298 11017 0
 1 61299 11018 1
 1 61299 11018 0
 1 61300 11019 1
 1 61300 11019 0
 1 61301 11020 1
 1 61301 11020 0
 1 61302 11021 1
 1 61302 11021 0
 1 61303 destination 0
 1 11012 1 1
 1 11012 1 0
 1 11013 2 1
 1 11013 2 0
 1 11014 3 1
 1 11014 3 0
 1 11015 4 1
 1 11015 4 0
 1 11016 5 1
 1 11016 5 0
 1 11017 6 1
 1 11017 6 0
 1 11018 7 1
 1 11018 7 0
 1 11019 8 1
 1 11019 8 0
 1 11020 9 1
 1 11020 9 0
 1 11021 10 1
 1 11021 10 0
 1 11022 destination 0;
set arcs :=
 (1,source,23)
 (1,source,24)
 (1,source,25)
 (1,source,26)
 (1,source,27)
 (1,source,28)
 (1,source,29)
 (1,source,30)
 (1,source,31)
 (1,source,32)
 (1,source,33)
 (1,1, destination) 
 (1,2, destination) 
 (1,3, destination) 
 (1,4, destination) 
 (1,5, destination) 
 (1,6, destination) 
 (1,7, destination) 
 (1,8, destination) 
 (1,9, destination) 
 (1,10, destination) 
 (1,11, destination) 
 (1,23,2806) 
 (1,23,2806)
 (1,2806,14367) 
 (1,2806,14367)
 (1,2807,14368) 
 (1,2807,14368)
 (1,2808,14369) 
 (1,2808,14369)
 (1,2809,14370) 
 (1,2809,14370)
 (1,2810,14371) 
 (1,2810,14371)
 (1,2811,14372) 
 (1,2811,14372)
 (1,2812,14373) 
 (1,2812,14373)
 (1,2813,14374) 
 (1,2813,14374)
 (1,2814,14375) 
 (1,2814,14375)
 (1,2815,14376) 
 (1,2815,14376)
 (1,2816, destination)
 (1,14367,55122) 
 (1,14367,55122)
 (1,14368,55123) 
 (1,14368,55123)
 (1,14369,55124) 
 (1,14369,55124)
 (1,14370,55125) 
 (1,14370,55125)
 (1,14371,55126) 
 (1,14371,55126)
 (1,14372,55127) 
 (1,14372,55127)
 (1,14373,55128) 
 (1,14373,55128)
 (1,14374,55129) 
 (1,14374,55129)
 (1,14375,55130) 
 (1,14375,55130)
 (1,14376,55131) 
 (1,14376,55131)
 (1,14377, destination)
 (1,55122,35905) 
 (1,55122,35905)
 (1,55123,35906) 
 (1,55123,35906)
 (1,55124,35907) 
 (1,55124,35907)
 (1,55125,35908) 
 (1,55125,35908)
 (1,55126,35909) 
 (1,55126,35909)
 (1,55127,35910) 
 (1,55127,35910)
 (1,55128,35911) 
 (1,55128,35911)
 (1,55129,35912) 
 (1,55129,35912)
 (1,55130,35913) 
 (1,55130,35913)
 (1,55131,35914) 
 (1,55131,35914)
 (1,55132, destination)
 (1,35905,47708) 
 (1,35905,47708)
 (1,35906,47709) 
 (1,35906,47709)
 (1,35907,47710) 
 (1,35907,47710)
 (1,35908,47711) 
 (1,35908,47711)
 (1,35909,47712) 
 (1,35909,47712)
 (1,35910,47713) 
 (1,35910,47713)
 (1,35911,47714) 
 (1,35911,47714)
 (1,35912,47715) 
 (1,35912,47715)
 (1,35913,47716) 
 (1,35913,47716)
 (1,35914,47717) 
 (1,35914,47717)
 (1,35915, destination)
 (1,47708,15676) 
 (1,47708,15676)
 (1,47709,15677) 
 (1,47709,15677)
 (1,47710,15678) 
 (1,47710,15678)
 (1,47711,15679) 
 (1,47711,15679)
 (1,47712,15680) 
 (1,47712,15680)
 (1,47713,15681) 
 (1,47713,15681)
 (1,47714,15682) 
 (1,47714,15682)
 (1,47715,15683) 
 (1,47715,15683)
 (1,47716,15684) 
 (1,47716,15684)
 (1,47717,15685) 
 (1,47717,15685)
 (1,47718, destination)
 (1,15676,38501) 
 (1,15676,38501)
 (1,15677,38502) 
 (1,15677,38502)
 (1,15678,38503) 
 (1,15678,38503)
 (1,15679,38504) 
 (1,15679,38504)
 (1,15680,38505) 
 (1,15680,38505)
 (1,15681,38506) 
 (1,15681,38506)
 (1,15682,38507) 
 (1,15682,38507)
 (1,15683,38508) 
 (1,15683,38508)
 (1,15684,38509) 
 (1,15684,38509)
 (1,15685,38510) 
 (1,15685,38510)
 (1,15686, destination)
 (1,38501,15192) 
 (1,38501,15192)
 (1,38502,15193) 
 (1,38502,15193)
 (1,38503,15194) 
 (1,38503,15194)
 (1,38504,15195) 
 (1,38504,15195)
 (1,38505,15196) 
 (1,38505,15196)
 (1,38506,15197) 
 (1,38506,15197)
 (1,38507,15198) 
 (1,38507,15198)
 (1,38508,15199) 
 (1,38508,15199)
 (1,38509,15200) 
 (1,38509,15200)
 (1,38510,15201) 
 (1,38510,15201)
 (1,38511, destination)
 (1,15192,1783) 
 (1,15192,1783)
 (1,15193,1784) 
 (1,15193,1784)
 (1,15194,1785) 
 (1,15194,1785)
 (1,15195,1786) 
 (1,15195,1786)
 (1,15196,1787) 
 (1,15196,1787)
 (1,15197,1788) 
 (1,15197,1788)
 (1,15198,1789) 
 (1,15198,1789)
 (1,15199,1790) 
 (1,15199,1790)
 (1,15200,1791) 
 (1,15200,1791)
 (1,15201,1792) 
 (1,15201,1792)
 (1,15202, destination)
 (1,1783,8042) 
 (1,1783,8042)
 (1,1784,8043) 
 (1,1784,8043)
 (1,1785,8044) 
 (1,1785,8044)
 (1,1786,8045) 
 (1,1786,8045)
 (1,1787,8046) 
 (1,1787,8046)
 (1,1788,8047) 
 (1,1788,8047)
 (1,1789,8048) 
 (1,1789,8048)
 (1,1790,8049) 
 (1,1790,8049)
 (1,1791,8050) 
 (1,1791,8050)
 (1,1792,8051) 
 (1,1792,8051)
 (1,1793, destination)
 (1,8042,9329) 
 (1,8042,9329)
 (1,8043,9330) 
 (1,8043,9330)
 (1,8044,9331) 
 (1,8044,9331)
 (1,8045,9332) 
 (1,8045,9332)
 (1,8046,9333) 
 (1,8046,9333)
 (1,8047,9334) 
 (1,8047,9334)
 (1,8048,9335) 
 (1,8048,9335)
 (1,8049,9336) 
 (1,8049,9336)
 (1,8050,9337) 
 (1,8050,9337)
 (1,8051,9338) 
 (1,8051,9338)
 (1,8052, destination)
 (1,9329,58719) 
 (1,9329,58719)
 (1,9330,58720) 
 (1,9330,58720)
 (1,9331,58721) 
 (1,9331,58721)
 (1,9332,58722) 
 (1,9332,58722)
 (1,9333,58723) 
 (1,9333,58723)
 (1,9334,58724) 
 (1,9334,58724)
 (1,9335,58725) 
 (1,9335,58725)
 (1,9336,58726) 
 (1,9336,58726)
 (1,9337,58727) 
 (1,9337,58727)
 (1,9338,58728) 
 (1,9338,58728)
 (1,9339, destination)
 (1,58719,15027) 
 (1,58719,15027)
 (1,58720,15028) 
 (1,58720,15028)
 (1,58721,15029) 
 (1,58721,15029)
 (1,58722,15030) 
 (1,58722,15030)
 (1,58723,15031) 
 (1,58723,15031)
 (1,58724,15032) 
 (1,58724,15032)
 (1,58725,15033) 
 (1,58725,15033)
 (1,58726,15034) 
 (1,58726,15034)
 (1,58727,15035) 
 (1,58727,15035)
 (1,58728,15036) 
 (1,58728,15036)
 (1,58729, destination)
 (1,15027,61293) 
 (1,15027,61293)
 (1,15028,61294) 
 (1,15028,61294)
 (1,15029,61295) 
 (1,15029,61295)
 (1,15030,61296) 
 (1,15030,61296)
 (1,15031,61297) 
 (1,15031,61297)
 (1,15032,61298) 
 (1,15032,61298)
 (1,15033,61299) 
 (1,15033,61299)
 (1,15034,61300) 
 (1,15034,61300)
 (1,15035,61301) 
 (1,15035,61301)
 (1,15036,61302) 
 (1,15036,61302)
 (1,15037, destination)
 (1,61293,11012) 
 (1,61293,11012)
 (1,61294,11013) 
 (1,61294,11013)
 (1,61295,11014) 
 (1,61295,11014)
 (1,61296,11015) 
 (1,61296,11015)
 (1,61297,11016) 
 (1,61297,11016)
 (1,61298,11017) 
 (1,61298,11017)
 (1,61299,11018) 
 (1,61299,11018)
 (1,61300,11019) 
 (1,61300,11019)
 (1,61301,11020) 
 (1,61301,11020)
 (1,61302,11021) 
 (1,61302,11021)
 (1,61303, destination)
 (1,11012,1) 
 (1,11012,1)
 (1,11013,2) 
 (1,11013,2)
 (1,11014,3) 
 (1,11014,3)
 (1,11015,4) 
 (1,11015,4)
 (1,11016,5) 
 (1,11016,5)
 (1,11017,6) 
 (1,11017,6)
 (1,11018,7) 
 (1,11018,7)
 (1,11019,8) 
 (1,11019,8)
 (1,11020,9) 
 (1,11020,9)
 (1,11021,10) 
 (1,11021,10)
 (1,11022, destination);
set roadSegs := 256 1 3 5573 1382 3265 1002 1426 3501 849 4338 163 5012 5339 1367 1307 732;
param boundary_node_weights :=
 1 1 1.0
 1 2 0.9
 1 3 0.8
 1 4 0.7
 1 5 0.6
 1 6 0.5
 1 7 0.4
 1 8 0.3
 1 9 0.2
 1 10 0.1
 1 11 0.0
 1 2816 -0.9375
 1 14377 -0.875
 1 55132 -0.8125
 1 35915 -0.75
 1 47718 -0.6875
 1 15686 -0.625
 1 38511 -0.5625
 1 15202 -0.5
 1 1793 -0.4375
 1 8052 -0.375
 1 9339 -0.3125
 1 58729 -0.25
 1 15037 -0.1875
 1 61303 -0.125
 1 11022 -0.0625;
param nRoadSegs := 17;
param budget := 11;
set route_no := 1;
param largeNumber := 10000000;
param costInstall :=
256 1
1 1
3 1
5573 1
1382 1
3265 1
1002 1
1426 1
3501 1
849 1
4338 1
163 1
5012 1
5339 1
1367 1
1307 1
732 1;
set boundary_nodes :=
 (1,1)
 (1,2)
 (1,3)
 (1,4)
 (1,5)
 (1,6)
 (1,7)
 (1,8)
 (1,9)
 (1,10)
 (1,11)
 (1,2816)
 (1,14377)
 (1,55132)
 (1,35915)
 (1,47718)
 (1,15686)
 (1,38511)
 (1,15202)
 (1,1793)
 (1,8052)
 (1,9339)
 (1,58729)
 (1,15037)
 (1,61303)
 (1,11022);
set nodes := source destination 1 2 3 4 5 6 7 8 9 10 11 15192 23 24 25 26 27 28 29 30 31 32 33 14370 14371 14372 14373 14374 14375 14376 14377 15194 58720 58719 1792 35905 35906 35907 35908 35909 35910 35911 35912 35913 35914 35915 58722 15193 47708 47709 47710 47711 47712 47713 47714 47715 47716 47717 47718 38503 38504 38505 38506 38507 38508 38509 38510 38511 9329 9330 9331 9332 9333 9334 9335 9336 9337 9338 9339 15195 38501 61294 61295 61296 61297 15196 38502 15027 15028 15029 15030 15031 15032 15033 15034 14367 15036 15037 14368 14369 61298 2806 2807 2808 2809 2810 2811 2812 2813 2814 2815 2816 1793 11012 58721 11014 11015 11016 11017 11018 11019 11020 11021 11022 61300 61299 15676 15677 15678 15679 15680 15681 15682 15683 15684 15685 15686 55122 55123 55124 55125 55126 55127 55128 55129 55130 55131 55132 15197 15198 15199 15200 15201 15202 58723 58724 58725 58726 58727 58728 58729 8042 8043 8044 8045 8046 8047 8048 8049 8050 8051 8052 61301 61302 61303 61293 15035 1783 1784 1785 1786 1787 1788 1789 11013 1790 1791;
param nRoutes :=1;
